,tweet,likes,state,candidate,retweet_count
384,BREAKING: CBS News declares Joe Biden president-elect after his projected win in Pennsylvania. #Election2020 #JoeBiden #DonaldTrump  | https://t.co/J3zZ928zA3 https://t.co/FGTTnFJOSf,452.0,Minnesota,Biden,
385,"The choice is clear, #Biden has a plan to lead our country out of this pandemic; he cares about every American.

Trump cares about Trump, period.  

Crickets by @MeidasTouch 

#JoeCrushedTrump #BidenWon #FreshResists

https://t.co/tuhDLrLJKs",305.0,Minnesota,Biden,
386,"Did anyone else notice how many times Trump said, “I” tonight?  He does not care about Americans, even his base.  

The choice is clear, #Biden has a plan to lead this country out of this pandemic and we will build back better.

#VoteBiden #BidenHarrisLandslide2020 #FreshResists https://t.co/lOVOjVYZb8",227.0,Minnesota,Biden,
387,"#joebiden in St paul. They moved staffers cars up to make it look like there's more people attending.

#Election2020 #Trump2020Landslide https://t.co/a9AAHIk8Lk",121.0,Minnesota,Biden,
388,@NatashaBertrand I have an idea: let’s elect a President who will be President of the ENTIRE country. #JoeBiden,71.0,Minnesota,Biden,
389,"Let this be known. It took a pandemic, most of MSM, Big Tech censorship, and voting irregularities (including dead people voting) for #JoeBiden to even be named the projected winner of the #2020Elections.

I will not accept defeat but I will accept reality.",295.0,Mississippi,Biden,
390,"I'm a poll manager on Nov. 3. Voters are not required to wear masks. I'll have a mask and shield and I'll be sanitizing constantly.

I may contract COVID. I'm young and healthy, so I'll probably be ok. If not, it's what I needed to do. #PandemicLife #Election2020 #COVID19 #biden",61.0,Mississippi,Biden,
391,"Please join us for our 2nd visibility campaign this Fri. 10/23 4:30-5:30 on Univ. Ave. at Bramlett. We’ll be waving flags &amp; signs in support of #joebiden &amp; #mikeespyforsenate.
Wear a mask, bring your own sign if you can (we’re nearly out) &amp; if you can’t join us, drive by &amp; honk! https://t.co/S89NaZtvXV",38.0,Mississippi,Biden,
392,"@prayerfeathers @realDonaldTrump No - 
Vote for #JoeBiden https://t.co/SqLlDOs2xV",31.0,Mississippi,Biden,
393,"@AngelaNWalker Yes, and the #fascists know who their friends are. Richard Spencer is #RidinWithBiden. He expects more help in crushing us from #Biden and #Harris than he ever got from #Trump. https://t.co/hnmWbLQhqR",19.0,Mississippi,Biden,
394,"Proud Boys hearing #Biden call them the Poor Boys.
#Debates2020 https://t.co/A5uDtPjbRS",3357.0,Missouri,Biden,
395,"@BarackObama was the first President I was able to vote for &amp; I was so proud of that vote!

4 weeks ago I voted in person early &amp; I couldn’t be more proud to have voted for @JoeBiden!

Let’s roll up our sleeves &amp; get to work &amp; elect Joe! #Biden #Vote #ObamaWasBetterAtEverything https://t.co/k0nuP3XNgG",551.0,Missouri,Biden,
396,"Imagine that, more educated people are voting for #Biden. 

#TrumpCrimeFamily #Trump #ByeTiffany #BidenHarris2020 https://t.co/Kug5JEOZGi",508.0,Missouri,Biden,
397,"9 Days!! Folks we are in the single digits...the homestretch! Give it everything you got! 

We can do this! VOTE!!
#SundayThoughts #Biden https://t.co/TG619P37Jm",193.0,Missouri,Biden,
398,No matter what it is...Joe Biden can always do it better!! #Biden #VoteBidenHarrisToSaveAmerica https://t.co/Br6eeo2hq2,170.0,Missouri,Biden,
399,Follow the Ukraine cookie crumbs #Biden #BidenCrimeFamiily https://t.co/GwHpHygH32,1643.0,Montana,Biden,
400,"@kylegriffin1 Actually,  the President was impeached to cover the Lies by #JoeBiden , Obama and Hillary Clinton 

There, I fixed it for you

#FakeNews #EnemyOfThePeople #mediahack",17.0,Montana,Biden,
401,"Conversation overheard bw my 10yo and 6yo girls this morning while they are watching cartoons. 

10yo: “Oh, and @JoeBiden won the election so he is president now”

6yo: “YAAAYYYY”

#PoliticsOFJoy #JoeBiden https://t.co/ENacPV0jgn",16.0,Montana,Biden,
402,3) will for sure take away our healthcare. I feel completely broken. I miss compassion. I miss the country I thought I knew. I am trying so hard every day. #biden #rosendale #daines maybe can anyone hear me???,13.0,Montana,Biden,
403,#JoeBiden has a rescue pup named Major. Trump has no pets. #VoteBidenHarrisToSaveAmerica https://t.co/K9sM1HUgbI,11.0,Montana,Biden,
404,"“Our work begins with getting COVID under control. 

That plan will be built on bedrock science.” 

- President-elect #Biden affirming the need for evidence-based treatment of the pandemic.

We will need our best minds in public health, medicine &amp; research to save lives. https://t.co/fiUxHy1jPN",95.0,Nebraska,Biden,
405,"#JoeBiden says he won't 'give up on Nebraska,' will get virus 'under control' https://t.co/7taZlzfJvY https://t.co/WavOdz2vzi",83.0,Nebraska,Biden,
406,"New #cartoon! #Election2020 #trump #biden #CmonMan 

Support my work: https://t.co/vHTShVfv8R https://t.co/LB0RGlbLai",27.0,Nebraska,Biden,
407,"I remember May 2017 when President-elect #Biden came to open our @NebraskaMed @unmc Cancer Center. 

He spoke about his deep respect for nurses and the need to face a “dreaded disease” together. 

Today, across the US, we will need the same unity of purpose to overcome COVID. https://t.co/8n3B72UBAq",26.0,Nebraska,Biden,
408,"#Biden wins! New #cartoon 

Support my work: https://t.co/vHTShVx60p https://t.co/S73IFWvScW",23.0,Nebraska,Biden,
409,The big fight TODAY!!!!! @realDonaldTrump vs #joebiden who you got? #merica 🇺🇸 🇺🇸 https://t.co/5XeZlgdMUx,22641.0,Nevada,Biden,
410,"Yes... We Just Made America Great Again. 🇺🇸 and whatnot Adj #JoeBiden @SenKamalaHarris @KeishaBottoms 
@ossoff 
@ReverendWarnock",1647.0,Nevada,Biden,
411,"Holy crap! I feel like I’m watching the best version of the United States, the version I fell in love with 33 years ago. I feel like I’m watching hope being restored. #Biden #BidenHarris2020 #BidenCares #Biden46 #BringBackTheLove",357.0,Nevada,Biden,
412,"Join us Monday 12PM PST 3PM EST for a chat with the one and only M3thods. Bring your questions, it’s gunna be a great time!
https://t.co/kdzRZvyra0

#m3thods #hunterbiden #joebiden #trump #republican #democrat #america #california #nevada #patriots @M2Madness",350.0,Nevada,Biden,
413,@cjtruth Alcohol poisoning by now.....lies from Biden are ridiculous....Normies May buy it but the informed know better #biden #trump #debates,343.0,Nevada,Biden,
414,"Caroline Giuliani: ""There Is Hope on the Horizon, But We’ll Only Grasp It If We Elect Joe Biden"" #CarolineGiuliani #Election2020 #JoeBiden #KamalaHarris https://t.co/e7Re618PQd",35.0,New Hampshire,Biden,
415,"Just drove by my polling location in #claremontnh and still happy to report that there are #BidenHarris2020 supporters. Unfortunately ,there are Trump supporters, but not as many as #JoeBiden . #nhpolitics https://t.co/0NiuNhUvYO",35.0,New Hampshire,Biden,
416,"My husband and I just registered to vote (yes, I’m sorry— we moved to a new house) at our local town clerks office. There are now two more OUT &amp; PROUD #LGBTQ 🏳️‍🌈#LGBT Democrats in New Hampshire who are going to vote on #ElectionDay for #JoeBiden. 

#nhpolitics #BidenHarris2020 https://t.co/3EKRL8iPJm",33.0,New Hampshire,Biden,
417,"“I’m not going to shutdown the economy, I’m going to shutdown the virus!” @JoeBiden #JoeBiden",32.0,New Hampshire,Biden,
418,You better vote. 😐😜#wildlife #wildlifephototgraphy #birds #birdphotography #nature #NaturePhotography #Peace #Harmony #tranquility #Zen #bird #vote #VoteHimOut #VoteBlueToEndTheNightmare #BidenHarris2020 #Biden2020 #Biden #cardinal #cardinals https://t.co/wFuoAartkP,29.0,New Hampshire,Biden,
419,Media Projected #JoeBiden as President and everyone started congratulating him. But when media Projects Rahul Gandhi PM everyone laughs.. why this hypocrisy ? 🤷🏻‍♂️,2386.0,New Jersey,Biden,
420,#JoeBiden is NOT the #PresidentElect. The media does NOT decide when this is over. There is evidence of mass election fraud. There are court cases that must settled. They have been playing this dirty game for 4 years.,2153.0,New Jersey,Biden,
421,"The time has come for full disclosure from Joe #Biden. 

American voters deserve a full accounting of every dime he and his family members have taken from foreign sources and the terms of those payments, I told @OANN:

https://t.co/sZZp5btNXy

#HunterBiden #Trump2020 #MAGA",1667.0,New Jersey,Biden,
422,"Five weeks until election day.

In the meantime, we have a criminal referral of thousands of ballots cast in #Nevada from non-residents, ""glitches"" in voting technology that oddly break consistently in #Biden's favor and only in battleground states, and I know more that's coming.",1491.0,New Jersey,Biden,
423,If #Twitter won't let you post the link....Save this image and then post it. #HunterBidenEmails #HunterBiden #JoeBiden https://t.co/8ejwiqhfXE,1332.0,New Jersey,Biden,
424,I believe we will win! #JoeBiden,464.0,New Mexico,Biden,
425,"“Meep Meep.  Vote for Joe.”

- Roadrunners For #Biden 

#ThursdayThoughts https://t.co/GTXABY1yZe",96.0,New Mexico,Biden,
426,Downtown Albuquerque celebrates Joe Biden’s win for president of the United States. #AmericaDecides #Biden #ElectionDay2020 #PresidentJoeBiden #mmpol https://t.co/Vx4VeLp7fq,62.0,New Mexico,Biden,
427,manifesting for you #JoeBiden ✨,29.0,New Mexico,Biden,
428,"First stop of the day for my coverage of #Election2020   for the @DailyLobo leads me to Rio Rancho. Supporters of @realDonaldTrump standing on the side of Southern and 528. Gonna be out and about all day and night posting what I can. 
#ElectionDay  #Trump #Biden #NewMexico #VOTE https://t.co/cpqLn8nbyz",20.0,New Mexico,Biden,
429,"Tonight a woman in the audience of Trump's town hall began her question by telling him he has a great smile &amp; he's so handsome when he smiles. And when #JoeBiden is President, hopefully that woman will be able to access better vision care, bless her heart.",165702.0,New York,Biden,
430,"America Assembled!🇺🇸🎉

@JoeBiden @KamalaHarris @BarackObama 
@ChrisEvans  @MarkRuffalo @RobertDowneyJr @brielarson @AOC @staceyabrams @michaelb4jordan @Russo_Brothers 
#Election2020 #ElectionResults2020 #joebiden #DonaldTrump #BidenHarris2020 #avengers #endgame https://t.co/cDl1VsFbOo",74528.0,New York,Biden,
431,"Are you there, God? It's me, Bette. I'm so scared God.  We have a fascist in the #WhiteHouse, a racist criminal who hates democracy, denies science &amp; kills our citizens! #ElectionDay is next week. What if he wins?  We won't have a country!  Please let #JoeBiden win.  Thank you.",59403.0,New York,Biden,
432,"Wonderful speeches tonight by President and Vice-President elect #JoeBiden and #KamalaHarris.  I was moved to tears several times, for the weight of all the history we have on our shoulders being lifted, if only for a little while.  Did you see them?  Wasn’t it wonderful?",59345.0,New York,Biden,
433,"Are you there, God? It's me again, Bette. We're scared.  We have a fascist in the #WhiteHouse, a racist criminal who hates democracy, denies science &amp; kills our citizens! #ElectionDay is in two days. What if he wins? We won't have a country! Please let #JoeBiden win.  Thank you.",45540.0,New York,Biden,
434,"Best moment of the #debate?

#Biden: “I don’t know where this guy comes from.” 

#Trump: “Queens.”

#PresidentialDebate2020
#Trump2020
#MicDrop 
#Queens https://t.co/CufGu81GZT",303.0,North Carolina,Biden,
435,"#AggiePride is WORLD WIDE! 🌎

#hbcu #cnn #ncat #biden #kamalaharris https://t.co/GwWs1TEhK7",244.0,North Carolina,Biden,
436,The people celebrating for Joe Biden in the streets right now are the same people who thought the Black Lives Matter organization was actually about fighting racial inequality. #Brainwashed #Biden #BlackVoicesForTrump,242.0,North Carolina,Biden,
437,"In July 2010, I sneaked into a fundraiser for Vice President @JoeBiden. I was a college student &amp; couldn’t afford the ticket price but I knew a bunch of Party leaders who were working the door. I snagged a place at the end of the receiving line with @matthughesnc.

#Biden #NCpol https://t.co/qtZ9tyvhBH",202.0,North Carolina,Biden,
438,#AOC wants to put us on a list. I wonder why. We’re the only thing stopping the #CCP from completely controlling the #UnitedStates if #JoeBiden gets sworn in. We need a miracle! Let’s see if we get one 🙏 https://t.co/SHgW6HQqvM,200.0,North Carolina,Biden,
439,"#Biden WINS WISCONSIN‼️

#CountAllTheVotes #ElectionResults2020 #DemVoice1 https://t.co/aDrVrHH38p",61.0,North Dakota,Biden,
440,Trump declaring victory last night like 😂😂🤣 #Trump #Biden #Biden2020 #Georgia https://t.co/q5akHYr0LT,34.0,North Dakota,Biden,
441,"Good news - I guess it didn't happen!  Thanks @CNN
 !! #Bobulinski #Biden #BidenHarris2020 https://t.co/o55Jj52ZPO",26.0,North Dakota,Biden,
442,@IvankaTrump @realDonaldTrump I already voted for #JoeBiden! Happy birthday! #TrumpCrimeFamily #DumpTrump,22.0,North Dakota,Biden,
443,"The fake #Biden news stories going around now are just MORE evidence that the @GOP is serving up an unAmerican form of government for #Election2020:

🤡 NO healthcare for the poor and middle class
🤡 Imprison political opponents
🤡 NO 1A rights or freedoms

#ONEV1 
#wtpBlue https://t.co/KzWBtxdw3v https://t.co/vGPwjzm93S",18.0,North Dakota,Biden,
444,"Watching #Biden is so refreshing from a leadership, policy and deep understanding of the issues he’s being asked by  Stephanopoulos and audence members. #BidenTownHall",4.0,Northern Mariana Islands,Biden,
445,"My husband and I love to take rides in the evening to go look at all the #Biden signs in the area… Much like going out to see the Christmas lights.

#TurnOhioBlue https://t.co/mBdVydphs3",2401.0,Ohio,Biden,
446,"I #BlameTrump for not being able to see my elderly mother more often, for decimating my Thanksgiving plans, for making me fearful of stepping out my door. #JoeBiden in charge would change all of this to #BuildBackBetter . https://t.co/Izs95HVmLd",1299.0,Ohio,Biden,
447,#VoteYourHeartForBiden bet your ass I voted for #JoeBiden https://t.co/8Eeqkar8yS,1072.0,Ohio,Biden,
448,"Crowds out in Cleveland today to celebrate 
#PresidentBiden #JoeBiden #bidenharis2020 https://t.co/pqw3MlS9hV",817.0,Ohio,Biden,
449,"In last night’s town hall, #JoeBiden stood up for the rights of #LGBTQ Americans, and made a powerful statement against the epidemic of violence targeting #trans women of color. It's one of the many reasons I am #TeamJoe . #BidenCalm #BidenHarris2020 #FridayFeeling https://t.co/k6W9327gF8",417.0,Ohio,Biden,
450,"Oklahoma TURNED OUT! #Trump with a 454,619 lead over #Biden. 

Ouch.",87.0,Oklahoma,Biden,
451,"Just a quick update on these numbers now:
#Biden: 74,811,378
#Trump: 70, 554,537
Total Registered Voters (US): 153,066,000
Voter turnout: 95%
Average voter turnout (since 1778): 68.1%

Obama (Highest pop vote): 69,498,516
Biden Margin: +8% above Obama.

Statistically IMPOSSIBLE.",79.0,Oklahoma,Biden,
452,"Ah, the Irish. Love ya. #Irish #Ireland #BidenHarris2020 #Biden https://t.co/7lddyVboHf",59.0,Oklahoma,Biden,
453,Jeez. @ggreenwald's article on Joe and Hunter #Biden that was censored by @theintercept  https://t.co/t7hzpReinl,52.0,Oklahoma,Biden,
